Id,listed price,last sold price,diffrence between prices
59992,505000.0,444000.0,61000
59993,3650000.0,2400000.0,1250000
59994,420000.0,94500.0,325500
59995,459900.0,459900.0,0
59996,530000.0,218000.0,312000
59997,480000.0,,480000
59998,1150000.0,668000.0,482000
59999,2100000.0,,2100000
60000,459900.0,391500.0,68400
60001,500000.0,480000.0,20000
60002,500000.0,,500000
60003,295000.0,149500.0,145500
60004,849000.0,775000.0,74000
60005,1224950.0,,1224950
60006,469900.0,355000.0,114900
60007,1295000.0,,1295000
60008,519900.0,431000.0,88900
60009,517000.0,446000.0,71000
60010,839000.0,,839000
60011,233500.0,,233500
60012,649000.0,,649000
60013,2495000.0,,2495000
60014,578000.0,428500.0,149500
60015,844888.0,,844888
60016,385000.0,130000.0,255000
60017,1795000.0,1500000.0,295000
60018,740000.0,669000.0,71000
60019,349999.0,269000.0,80999
60020,798000.0,375000.0,423000
60021,1200000.0,282000.0,918000
60022,5998000.0,3383500.0,2614500
60023,389000.0,285000.0,104000
60024,9988000.0,,9988000
60025,899000.0,263000.0,636000
60026,2195000.0,2095000.0,100000
60027,139900.0,130000.0,9900
60028,599900.0,206000.0,393900
60029,488888.0,376000.0,112888
60030,549000.0,420000.0,129000
60031,389950.0,,389950
60032,125000.0,,125000
60033,490000.0,,490000
60034,398000.0,337000.0,61000
60035,1795000.0,1250000.0,545000
60036,1135000.0,563500.0,571500
60037,590000.0,,590000
60038,875000.0,,875000
60039,1295000.0,1025000.0,270000
60040,8200000.0,4295042.0,3904958
60041,1895000.0,945000.0,950000
60042,559000.0,,559000
60043,199000.0,,199000
60044,325000.0,,325000
60045,438900.0,415000.0,23900
60046,375000.0,269000.0,106000
60047,799800.0,555000.0,244800
60048,899000.0,784000.0,115000
60049,559900.0,495000.0,64900
60050,1385000.0,,1385000
60051,1299000.0,,1299000
60052,1495000.0,705000.0,790000
60053,575000.0,430000.0,145000
60054,3495000.0,,3495000
60055,499900.0,307000.0,192900
60056,510000.0,135000.0,375000
60057,1199888.0,968500.0,231388
60058,399950.0,269500.0,130450
60059,699000.0,546000.0,153000
60060,350000.0,240000.0,110000
60061,159000.0,,159000
60062,199900.0,290000.0,-90100
60063,838000.0,820000.0,18000
60064,825000.0,368000.0,457000
60065,629000.0,450000.0,179000
60066,255000.0,123500.0,131500
60067,575000.0,,575000
60068,575000.0,499500.0,75500
60069,2100000.0,,2100000
60070,525000.0,,525000
60071,899000.0,809350.0,89650
60072,359900.0,200000.0,159900
60073,799000.0,136500.0,662500
60074,1900000.0,285000.0,1615000
60075,489000.0,,489000
60076,469900.0,422000.0,47900
60077,425000.0,,425000
60078,269000.0,,269000
60079,379000.0,,379000
60080,299900.0,165000.0,134900
60081,2399000.0,,2399000
60082,848000.0,,848000
60083,350000.0,104000.0,246000
60084,499000.0,,499000
60085,780000.0,153500.0,626500
60086,275000.0,212000.0,63000
60087,539000.0,305000.0,234000
60088,110000.0,,110000
60089,425000.0,,425000
60090,350000.0,146000.0,204000
60091,1044999.0,,1044999
60092,1595000.0,1450000.0,145000
60093,1399000.0,970000.0,429000
60094,440000.0,230000.0,210000
60095,557900.0,279500.0,278400
60096,522000.0,,522000
60097,909990.0,,909990
60098,2375000.0,1976000.0,399000
60099,2399000.0,1750000.0,649000
60100,629000.0,,629000
60101,740000.0,,740000
60102,589900.0,477000.0,112900
60103,509900.0,317500.0,192400
60104,480000.0,120000.0,360000
60105,299000.0,,299000
60106,530000.0,446500.0,83500
60107,1220000.0,699000.0,521000
60108,600000.0,,600000
60109,550000.0,365000.0,185000
60110,190000.0,89000.0,101000
60111,799000.0,,799000
60112,549000.0,372000.0,177000
60113,840000.0,,840000
60114,1249000.0,765000.0,484000
60115,1760000.0,,1760000
60116,219900.0,59000.0,160900
60117,5750000.0,5650000.0,100000
60118,299900.0,115000.0,184900
60119,250000.0,,250000
60120,1699000.0,,1699000
60121,595000.0,449000.0,146000
60122,1799000.0,,1799000
60123,345000.0,145000.0,200000
60124,649900.0,555000.0,94900
60125,588888.0,550000.0,38888
60126,530000.0,415000.0,115000
60127,565000.0,360000.0,205000
60128,810000.0,600000.0,210000
60129,549000.0,122500.0,426500
60130,495000.0,169000.0,326000
60131,1225000.0,775000.0,450000
60132,345000.0,,345000
60133,212000.0,205000.0,7000
60134,485000.0,,485000
60135,255000.0,,255000
60136,739900.0,562000.0,177900
60137,550000.0,310000.0,240000
60138,350000.0,77000.0,273000
60139,479500.0,350000.0,129500
60140,365000.0,362000.0,3000
60141,495000.0,347500.0,147500
60142,699000.0,,699000
60143,299900.0,135000.0,164900
60144,395000.0,291500.0,103500
60145,400000.0,,400000
60146,779000.0,260000.0,519000
60147,79900.0,190000.0,-110100
60148,1295000.0,1360000.0,-65000
60149,1425000.0,845000.0,580000
60150,629500.0,249500.0,380000
60151,245000.0,210000.0,35000
60152,899000.0,525000.0,374000
60153,464900.0,375000.0,89900
60154,580000.0,86000.0,494000
60155,749900.0,,749900
60156,899000.0,775000.0,124000
60157,257000.0,,257000
60158,799000.0,603000.0,196000
60159,798000.0,785000.0,13000
60160,449500.0,259000.0,190500
60161,220000.0,173500.0,46500
60162,649900.0,290000.0,359900
60163,650000.0,290000.0,360000
60164,949000.0,,949000
60165,275000.0,100252.0,174748
60166,280000.0,,280000
60167,999000.0,,999000
60168,450000.0,327500.0,122500
60169,499000.0,,499000
60170,695000.0,,695000
60171,475000.0,465000.0,10000
60172,3650000.0,,3650000
60173,578888.0,470000.0,108888
60174,2099000.0,1362500.0,736500
60175,550000.0,353500.0,196500
60176,699000.0,369000.0,330000
60177,715000.0,610000.0,105000
60178,1115888.0,,1115888
60179,1098000.0,985000.0,113000
60180,190000.0,80000.0,110000
60181,1760000.0,,1760000
60182,688800.0,538000.0,150800
60183,749900.0,525000.0,224900
60184,1495000.0,299000.0,1196000
60185,410000.0,250000.0,160000
60186,425000.0,325000.0,100000
60187,255000.0,201000.0,54000
60188,850000.0,,850000
60189,410000.0,340000.0,70000
60190,1395000.0,,1395000
60191,895000.0,815000.0,80000
60192,309000.0,55000.0,254000
60193,447900.0,,447900
60194,609000.0,,609000
60195,360000.0,342500.0,17500
60196,638900.0,604770.0,34130
60197,3350000.0,,3350000
60198,1332500.0,970000.0,362500
60199,450000.0,,450000
60200,349000.0,228000.0,121000
60201,714990.0,280000.0,434990
60202,1395000.0,1059000.0,336000
60203,899000.0,,899000
60204,569000.0,234000.0,335000
60205,1995000.0,,1995000
60206,217900.0,65000.0,152900
60207,799000.0,,799000
60208,470000.0,320000.0,150000
60209,1225000.0,430000.0,795000
60210,220000.0,171000.0,49000
60211,1595000.0,2025000.0,-430000
60212,2495000.0,440000.0,2055000
60213,945000.0,,945000
60214,2599000.0,,2599000
60215,369000.0,127000.0,242000
60216,359000.0,359000.0,0
60217,425000.0,239500.0,185500
60218,1795000.0,,1795000
60219,699000.0,637000.0,62000
60220,449000.0,658000.0,-209000
60221,1850000.0,1468000.0,382000
60222,7495000.0,5457000.0,2038000
60223,1199000.0,460000.0,739000
60224,289900.0,277000.0,12900
60225,4379000.0,2280000.0,2099000
60226,1160000.0,535000.0,625000
60227,949000.0,755000.0,194000
60228,750000.0,,750000
60229,230000.0,91000.0,139000
60230,350000.0,80000.0,270000
60231,400000.0,239000.0,161000
60232,2899999.0,2150000.0,749999
60233,550000.0,,550000
60234,379000.0,153000.0,226000
60235,398950.0,,398950
60236,850000.0,650000.0,200000
60237,625000.0,,625000
60238,349000.0,299000.0,50000
60239,725000.0,361000.0,364000
60240,4295000.0,,4295000
60241,197900.0,,197900
60242,900000.0,,900000
60243,689000.0,413000.0,276000
60244,539000.0,,539000
60245,765000.0,335000.0,430000
60246,670000.0,550000.0,120000
60247,849950.0,965000.0,-115050
60248,433780.0,168000.0,265780
60249,169000.0,74000.0,95000
60250,385000.0,298000.0,87000
60251,659000.0,,659000
60252,415000.0,290000.0,125000
60253,5495000.0,,5495000
60254,715000.0,425000.0,290000
60255,329000.0,340000.0,-11000
60256,600000.0,650000.0,-50000
60257,380000.0,274547.0,105453
60258,520000.0,368000.0,152000
60259,998000.0,220000.0,778000
60260,599000.0,573000.0,26000
60261,438000.0,355000.0,83000
60262,469900.0,,469900
60263,1700000.0,1325000.0,375000
60264,340000.0,186000.0,154000
60265,1675000.0,590000.0,1085000
60266,499000.0,,499000
60267,942000.0,,942000
60268,1199000.0,940000.0,259000
60269,90000.0,,90000
60270,504000.0,458500.0,45500
60271,435000.0,155000.0,280000
60272,1049999.0,835000.0,214999
60273,414900.0,375000.0,39900
60274,549000.0,409000.0,140000
60275,175900.0,158000.0,17900
60276,110000.0,,110000
60277,1699000.0,1082500.0,616500
60278,645000.0,410000.0,235000
60279,174000.0,95000.0,79000
60280,679000.0,,679000
60281,798900.0,,798900
60282,899000.0,,899000
60283,1298000.0,,1298000
60284,997000.0,575000.0,422000
60285,3295000.0,2550000.0,745000
60286,227000.0,252000.0,-25000
60287,449950.0,,449950
60288,1065000.0,905000.0,160000
60289,624888.0,237000.0,387888
60290,349900.0,270000.0,79900
60291,439500.0,197000.0,242500
60292,418000.0,,418000
60293,188500.0,75000.0,113500
60294,298000.0,92000.0,206000
60295,529999.0,180000.0,349999
60296,758000.0,613000.0,145000
60297,3395000.0,,3395000
60298,195000.0,,195000
60299,1599000.0,1625000.0,-26000
60300,629000.0,366000.0,263000
60301,5000.0,,5000
60302,465000.0,,465000
60303,349000.0,,349000
60304,408000.0,397000.0,11000
60305,1349000.0,1425000.0,-76000
60306,299000.0,,299000
60307,2340000.0,2365000.0,-25000
60308,559999.0,,559999
60309,395000.0,135000.0,260000
60310,775000.0,,775000
60311,889000.0,,889000
60312,445900.0,325000.0,120900
60313,449000.0,412000.0,37000
60314,1799000.0,1495000.0,304000
60315,950000.0,,950000
60316,719900.0,,719900
60317,749900.0,187000.0,562900
60318,550000.0,,550000
60319,635000.0,,635000
60320,530000.0,515000.0,15000
60321,975000.0,,975000
60322,439999.0,,439999
60323,2500000.0,,2500000
60324,239000.0,199000.0,40000
60325,1425000.0,1230000.0,195000
60326,799950.0,,799950
60327,900000.0,895000.0,5000
60328,595000.0,290000.0,305000
60329,290000.0,295000.0,-5000
60330,774900.0,350000.0,424900
60331,649000.0,510000.0,139000
60332,350000.0,197000.0,153000
60333,1598000.0,788000.0,810000
60334,320000.0,263000.0,57000
60335,320000.0,220000.0,100000
60336,1099000.0,,1099000
60337,689900.0,,689900
60338,3750000.0,3250000.0,500000
60339,410000.0,100001.0,309999
60340,179000.0,,179000
60341,495000.0,260000.0,235000
60342,895000.0,775000.0,120000
60343,1159000.0,695000.0,464000
60344,469000.0,289000.0,180000
60345,1465000.0,,1465000
60346,670000.0,,670000
60347,335000.0,140000.0,195000
60348,799900.0,,799900
60349,389000.0,,389000
60350,570000.0,475000.0,95000
60351,319000.0,255000.0,64000
60352,529000.0,480000.0,49000
60353,618000.0,,618000
60354,899000.0,,899000
60355,499999.0,410000.0,89999
60356,369000.0,280000.0,89000
60357,525000.0,290000.0,235000
60358,865000.0,,865000
60359,1565000.0,1490000.0,75000
60360,369500.0,330000.0,39500
60361,279900.0,222000.0,57900
60362,525000.0,,525000
60363,739000.0,166000.0,573000
60364,1295000.0,,1295000
60365,925000.0,559091.0,365909
60366,779977.0,,779977
60367,439990.0,,439990
60368,419000.0,216000.0,203000
60369,489000.0,275000.0,214000
60370,525000.0,,525000
60371,630000.0,,630000
60372,475000.0,148000.0,327000
60373,2850000.0,,2850000
60374,445000.0,,445000
60375,1000000.0,510000.0,490000
60376,450000.0,500500.0,-50500
60377,575000.0,455000.0,120000
60378,1299000.0,1114500.0,184500
60379,906900.0,880000.0,26900
60380,1285000.0,840000.0,445000
60381,475000.0,,475000
60382,999000.0,,999000
60383,299000.0,120000.0,179000
60384,369900.0,249000.0,120900
60385,784900.0,622000.0,162900
60386,359999.0,,359999
60387,129900.0,33000.0,96900
60388,513000.0,,513000
60389,245000.0,,245000
60390,560000.0,359000.0,201000
60391,1295000.0,929000.0,366000
60392,440000.0,,440000
60393,415900.0,,415900
60394,465000.0,117000.0,348000
60395,149500.0,,149500
60396,465000.0,,465000
60397,875000.0,680000.0,195000
60398,2750000.0,1050000.0,1700000
60399,1389000.0,945000.0,444000
60400,698000.0,,698000
60401,1998000.0,525000.0,1473000
60402,530000.0,,530000
60403,399000.0,399000.0,0
60404,1198000.0,,1198000
60405,674000.0,,674000
60406,1895000.0,,1895000
60407,280000.0,49500.0,230500
60408,575000.0,580000.0,-5000
60409,614999.0,575100.0,39899
60410,509900.0,244000.0,265900
60411,680000.0,458500.0,221500
60412,464999.0,355000.0,109999
60413,425000.0,385000.0,40000
60414,117777.0,98900.0,18877
60415,1749000.0,1700000.0,49000
60416,399900.0,350000.0,49900
60417,610000.0,292500.0,317500
60418,959000.0,316000.0,643000
60419,360000.0,185000.0,175000
60420,995000.0,604000.0,391000
60421,560000.0,,560000
60422,749990.0,,749990
60423,725000.0,,725000
60424,899999.0,,899999
60425,179900.0,125157.0,54743
60426,649000.0,,649000
60427,915000.0,,915000
60428,225000.0,,225000
60429,799000.0,535000.0,264000
60430,630000.0,410000.0,220000
60431,1299000.0,,1299000
60432,850000.0,760000.0,90000
60433,430000.0,1775.0,428225
60434,620000.0,405000.0,215000
60435,745000.0,,745000
60436,374250.0,360000.0,14250
60437,699000.0,615000.0,84000
60438,839900.0,,839900
60439,385500.0,258500.0,127000
60440,849999.0,655500.0,194499
60441,763000.0,190000.0,573000
60442,695900.0,410000.0,285900
60443,1299000.0,,1299000
60444,4950000.0,,4950000
60445,535000.0,,535000
60446,285000.0,,285000
60447,450000.0,,450000
60448,379000.0,325000.0,54000
60449,1295000.0,975000.0,320000
60450,319000.0,262000.0,57000
60451,4695000.0,,4695000
60452,1500000.0,,1500000
60453,345000.0,340000.0,5000
60454,429000.0,,429000
60455,1198000.0,,1198000
60456,799000.0,379500.0,419500
60457,389900.0,,389900
60458,470000.0,,470000
60459,529800.0,400000.0,129800
60460,1924900.0,1506000.0,418900
60461,360000.0,195000.0,165000
60462,1200000.0,,1200000
60463,1398888.0,527000.0,871888
60464,344000.0,345000.0,-1000
60465,295500.0,311000.0,-15500
60466,465000.0,,465000
60467,307000.0,205000.0,102000
60468,369900.0,,369900
60469,389900.0,65000.0,324900
60470,249900.0,150000.0,99900
60471,345000.0,,345000
60472,2950000.0,,2950000
60473,1200000.0,,1200000
60474,343500.0,225000.0,118500
60475,1125000.0,,1125000
60476,225000.0,105000.0,120000
60477,609000.0,,609000
60478,1599000.0,,1599000
60479,665000.0,285000.0,380000
60480,899000.0,610000.0,289000
60481,599000.0,,599000
60482,500000.0,,500000
60483,150000.0,85000.0,65000
60484,525000.0,382000.0,143000
60485,925000.0,500000.0,425000
60486,150000.0,127000.0,23000
60487,699999.0,,699999
60488,325000.0,215000.0,110000
60489,410000.0,260000.0,150000
60490,289000.0,155000.0,134000
60491,545000.0,505000.0,40000
60492,650000.0,212000.0,438000
60493,224999.0,180000.0,44999
60494,928000.0,,928000
60495,1349000.0,1250000.0,99000
60496,285000.0,245000.0,40000
60497,875000.0,605000.0,270000
60498,349999.0,,349999
60499,619000.0,,619000
60500,2750000.0,1100000.0,1650000
60501,499900.0,430000.0,69900
60502,9775000.0,,9775000
60503,460000.0,279000.0,181000
60504,849000.0,6250.0,842750
60505,929000.0,720000.0,209000
60506,933000.0,750000.0,183000
60507,410000.0,317000.0,93000
60508,4120000.0,,4120000
60509,748000.0,350000.0,398000
60510,859000.0,,859000
60511,514900.0,195000.0,319900
60512,435000.0,,435000
60513,565000.0,380000.0,185000
60514,395000.0,349000.0,46000
60515,998000.0,575000.0,423000
60516,643025.0,,643025
60517,117656.0,,117656
60518,600000.0,635000.0,-35000
60519,440000.0,115000.0,325000
60520,500000.0,479000.0,21000
60521,670000.0,627000.0,43000
60522,1049000.0,695000.0,354000
60523,1999999.0,420000.0,1579999
60524,410000.0,,410000
60525,340000.0,350000.0,-10000
60526,285000.0,,285000
60527,265000.0,186000.0,79000
60528,1150000.0,1098000.0,52000
60529,599000.0,455000.0,144000
60530,1499000.0,,1499000
60531,250000.0,170000.0,80000
60532,335000.0,,335000
60533,487200.0,463700.0,23500
60534,5295000.0,2700000.0,2595000
60535,9350000.0,3300000.0,6050000
60536,1199000.0,,1199000
60537,545000.0,,545000
60538,419000.0,272500.0,146500
60539,675000.0,190000.0,485000
60540,459900.0,,459900
60541,899900.0,600500.0,299400
60542,2190000.0,,2190000
60543,1495000.0,,1495000
60544,699950.0,,699950
60545,699000.0,590000.0,109000
60546,349900.0,314000.0,35900
60547,1949900.0,910000.0,1039900
60548,1100000.0,335000.0,765000
60549,725000.0,,725000
60550,499000.0,305000.0,194000
60551,425000.0,,425000
60552,624900.0,510000.0,114900
60553,482990.0,,482990
60554,399000.0,320000.0,79000
60555,829900.0,,829900
60556,329900.0,,329900
60557,1395000.0,,1395000
60558,585000.0,321000.0,264000
60559,305000.0,219000.0,86000
60560,435000.0,325000.0,110000
60561,1899000.0,,1899000
60562,1154000.0,,1154000
60563,1125000.0,735000.0,390000
60564,679000.0,,679000
60565,329000.0,307500.0,21500
60566,205000.0,105000.0,100000
60567,689000.0,590000.0,99000
60568,1149000.0,,1149000
60569,609888.0,490000.0,119888
60570,398000.0,155500.0,242500
60571,899000.0,752500.0,146500
60572,2768000.0,1560000.0,1208000
60573,1056000.0,,1056000
60574,690000.0,616181.0,73819
60575,1139900.0,969000.0,170900
60576,450000.0,390000.0,60000
60577,599000.0,140000.0,459000
60578,799999.0,520000.0,279999
60579,819000.0,655000.0,164000
60580,469000.0,366000.0,103000
60581,498000.0,139000.0,359000
60582,1050000.0,580000.0,470000
60583,948000.0,,948000
60584,490000.0,,490000
60585,0.0,161000.0,-161000
60586,499000.0,290000.0,209000
60587,885000.0,,885000
60588,212000.0,200000.0,12000
60589,3695000.0,,3695000
60590,1030000.0,990000.0,40000
60591,345000.0,251500.0,93500
60592,425000.0,252000.0,173000
60593,275000.0,160000.0,115000
60594,398000.0,370000.0,28000
60595,347900.0,306000.0,41900
60596,1888000.0,,1888000
60597,655000.0,308000.0,347000
60598,540000.0,480000.0,60000
60599,315000.0,155000.0,160000
60600,1270000.0,,1270000
60601,449990.0,327000.0,122990
60602,415000.0,,415000
60603,1975000.0,,1975000
60604,399990.0,322000.0,77990
60605,995000.0,,995000
60606,3750000.0,2500000.0,1250000
60607,575000.0,494000.0,81000
60608,625000.0,412500.0,212500
60609,1050000.0,480000.0,570000
60610,1398888.0,,1398888
60611,7995000.0,6500000.0,1495000
60612,385000.0,,385000
60613,949900.0,,949900
60614,730000.0,441108.0,288892
60615,899998.0,,899998
60616,1100000.0,,1100000
60617,499995.0,,499995
60618,890000.0,362000.0,528000
60619,625000.0,,625000
60620,285000.0,146000.0,139000
60621,295000.0,253000.0,42000
60622,379999.0,179500.0,200499
60623,350000.0,182990.0,167010
60624,599900.0,525000.0,74900
60625,449000.0,,449000
60626,519900.0,295000.0,224900
60627,299900.0,,299900
60628,1198000.0,,1198000
60629,223000.0,145000.0,78000
60630,345000.0,213000.0,132000
60631,790000.0,,790000
60632,810000.0,,810000
60633,1160000.0,954000.0,206000
60634,650000.0,498000.0,152000
60635,889000.0,239500.0,649500
60636,375000.0,,375000
60637,410000.0,190000.0,220000
60638,210000.0,119500.0,90500
60639,483300.0,459800.0,23500
60640,1399000.0,289000.0,1110000
60641,595000.0,428000.0,167000
60642,624880.0,,624880
60643,214995.0,,214995
60644,799999.0,420000.0,379999
60645,2695000.0,,2695000
60646,480000.0,409000.0,71000
60647,545000.0,360000.0,185000
60648,828888.0,125000.0,703888
60649,499000.0,,499000
